Java HotSpot(TM) 64-Bit Server VM (25.191-b12) for windows-amd64 JRE (1.8.0_191-b12), built on Oct  6 2018 09:29:03 by "java_re" with MS VC++ 10.0 (VS2010)
545.092: [GC (Allocation Failure) [PSYoungGen: 5184K->3072K(36352K)] 987377K->987321K(1245696K), 0.0168058 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
546.110: [GC (Allocation Failure) [PSYoungGen: 5120K->2112K(4608K)] 989369K->989449K(1213952K), 0.0168378 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
547.129: [GC (Allocation Failure) [PSYoungGen: 4160K->2112K(34816K)] 991497K->991513K(1244160K), 0.0147214 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
548.146: [GC (Allocation Failure) [PSYoungGen: 4672K->2624K(5632K)] 994073K->994089K(1214976K), 0.0151551 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
549.163: [GC (Allocation Failure) [PSYoungGen: 5184K->2624K(32256K)] 996649K->996673K(1241600K), 0.0169091 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
551.183: [GC (Allocation Failure) [PSYoungGen: 5696K->3136K(6656K)] 999745K->999761K(1216000K), 0.0187760 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
553.205: [GC (Allocation Failure) [PSYoungGen: 6208K->3104K(31232K)] 1002833K->1002809K(1240576K), 0.0207826 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
553.407: [GC (Heap Dump Initiated GC) [PSYoungGen: 5073K->2016K(6144K)] 1004779K->1004801K(1215488K), 0.0165443 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] 
553.424: [Full GC (Heap Dump Initiated GC) [PSYoungGen: 2016K->0K(6144K)] [ParOldGen: 1002785K->1004107K(1328128K)] 1004801K->1004107K(1334272K), [Metaspace: 30262K->30262K(1077248K)], 4.9216937 secs] [Times: user=18.77 sys=0.05, real=4.92 secs] 
577.527: [GC (Allocation Failure) [PSYoungGen: 4096K->4128K(27648K)] 1008203K->1008235K(1355776K), 0.0147060 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
579.544: [GC (Allocation Failure) [PSYoungGen: 8736K->8736K(13824K)] 1012843K->1012843K(1341952K), 0.0284269 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
581.577: [GC (Allocation Failure) [PSYoungGen: 13344K->13344K(28160K)] 1017451K->1017451K(1356288K), 0.0406080 secs] [Times: user=0.19 sys=0.00, real=0.04 secs] 
583.621: [GC (Allocation Failure) [PSYoungGen: 17440K->17440K(29184K)] 1021547K->1021547K(1357312K), 0.0538758 secs] [Times: user=0.23 sys=0.00, real=0.05 secs] 
585.678: [GC (Allocation Failure) [PSYoungGen: 21536K->21536K(28672K)] 1025643K->1025643K(1356800K), 0.0653906 secs] [Times: user=0.25 sys=0.00, real=0.07 secs] 
586.746: [GC (Allocation Failure) [PSYoungGen: 23072K->23072K(31744K)] 1027179K->1027179K(1359872K), 0.0692616 secs] [Times: user=0.31 sys=0.00, real=0.07 secs] 
587.816: [GC (Allocation Failure) [PSYoungGen: 24608K->24576K(33792K)] 1028715K->1028683K(1361920K), 0.0756558 secs] [Times: user=0.20 sys=0.00, real=0.08 secs] 
587.892: [GC (Allocation Failure) [PSYoungGen: 25088K->25088K(35328K)] 1029195K->1029195K(1363456K), 0.0764592 secs] [Times: user=0.31 sys=0.00, real=0.08 secs] 
588.970: [GC (Allocation Failure) [PSYoungGen: 25600K->16928K(36352K)] 1029707K->1029755K(1364480K), 0.0762348 secs] [Times: user=0.25 sys=0.00, real=0.08 secs] 
589.047: [GC (Allocation Failure) [PSYoungGen: 17952K->9248K(10752K)] 1030779K->1030811K(1338880K), 0.0533873 secs] [Times: user=0.25 sys=0.00, real=0.05 secs] 
590.102: [GC (Allocation Failure) [PSYoungGen: 10272K->4640K(35328K)] 1031835K->1031843K(1363456K), 0.0321785 secs] [Times: user=0.11 sys=0.02, real=0.03 secs] 
590.135: [GC (Allocation Failure) [PSYoungGen: 6176K->4160K(36352K)] 1033379K->1033427K(1364480K), 0.0193926 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
591.157: [GC (Allocation Failure) [PSYoungGen: 5696K->4160K(34304K)] 1034963K->1034963K(1362432K), 0.0194209 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
592.179: [GC (Allocation Failure) [PSYoungGen: 6208K->3648K(6144K)] 1037011K->1037019K(1334272K), 0.0198972 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
593.201: [GC (Allocation Failure) [PSYoungGen: 5696K->2112K(32768K)] 1039067K->1039075K(1360896K), 0.0188164 secs] [Times: user=0.06 sys=0.01, real=0.02 secs] 
595.225: [GC (Allocation Failure) [PSYoungGen: 4672K->2592K(5632K)] 1041635K->1041603K(1333760K), 0.0224135 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
596.250: [GC (Allocation Failure) [PSYoungGen: 5152K->2624K(31232K)] 1044163K->1044211K(1359360K), 0.0177274 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
597.270: [GC (Allocation Failure) [PSYoungGen: 5696K->3136K(32256K)] 1047283K->1047307K(1360384K), 0.0187951 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
599.291: [GC (Allocation Failure) [PSYoungGen: 6208K->3136K(29184K)] 1050379K->1050395K(1357312K), 0.0195546 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
601.314: [GC (Allocation Failure) [PSYoungGen: 7232K->4128K(30720K)] 1054491K->1054475K(1358848K), 0.0262335 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
603.343: [GC (Allocation Failure) [PSYoungGen: 8224K->4128K(26624K)] 1058571K->1058595K(1354752K), 0.0260857 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
606.376: [GC (Allocation Failure) [PSYoungGen: 8736K->8736K(13824K)] 1063203K->1063203K(1341952K), 0.0606537 secs] [Times: user=0.24 sys=0.00, real=0.06 secs] 
608.442: [GC (Allocation Failure) [PSYoungGen: 13344K->13312K(27136K)] 1067811K->1067779K(1355264K), 0.0409504 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
610.486: [GC (Allocation Failure) [PSYoungGen: 17408K->17376K(28160K)] 1071875K->1071843K(1356288K), 0.0613787 secs] [Times: user=0.20 sys=0.00, real=0.06 secs] 
612.551: [GC (Allocation Failure) [PSYoungGen: 21472K->21472K(27648K)] 1075939K->1075939K(1355776K), 0.0884899 secs] [Times: user=0.19 sys=0.00, real=0.09 secs] 
613.643: [GC (Allocation Failure) [PSYoungGen: 23008K->22976K(30720K)] 1077475K->1077443K(1358848K), 0.0852583 secs] [Times: user=0.23 sys=0.00, real=0.08 secs] 
614.730: [GC (Allocation Failure) [PSYoungGen: 24512K->24480K(32768K)] 1078979K->1078947K(1360896K), 0.0752404 secs] [Times: user=0.31 sys=0.00, real=0.08 secs] 
614.806: [GC (Allocation Failure) [PSYoungGen: 24992K->24992K(34304K)] 1079459K->1079459K(1362432K), 0.0783110 secs] [Times: user=0.30 sys=0.00, real=0.08 secs] 
614.885: [GC (Allocation Failure) [PSYoungGen: 25504K->16864K(36352K)] 1079971K->1080035K(1364480K), 0.0862130 secs] [Times: user=0.30 sys=0.02, real=0.09 secs] 
615.973: [GC (Allocation Failure) [PSYoungGen: 17888K->9280K(10752K)] 1081059K->1081139K(1338880K), 0.0553156 secs] [Times: user=0.19 sys=0.00, real=0.06 secs] 
616.029: [GC (Allocation Failure) [PSYoungGen: 10304K->4640K(35328K)] 1082163K->1082155K(1363456K), 0.0342209 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
617.065: [GC (Allocation Failure) [PSYoungGen: 6176K->4096K(5632K)] 1083691K->1083667K(1333760K), 0.0200564 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
618.086: [GC (Allocation Failure) [PSYoungGen: 5632K->4128K(34304K)] 1085203K->1085243K(1362432K), 0.0178201 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
619.105: [GC (Allocation Failure) [PSYoungGen: 6176K->3616K(6144K)] 1087291K->1087299K(1334272K), 0.0208767 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
620.129: [GC (Allocation Failure) [PSYoungGen: 5664K->2144K(33280K)] 1089347K->1089427K(1361408K), 0.0189957 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
621.151: [GC (Allocation Failure) [PSYoungGen: 4704K->2592K(5632K)] 1091987K->1091939K(1333760K), 0.0157344 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
622.168: [GC (Allocation Failure) [PSYoungGen: 5152K->2592K(31232K)] 1094499K->1094507K(1359360K), 0.0172849 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
624.189: [GC (Allocation Failure) [PSYoungGen: 5664K->3168K(6656K)] 1097579K->1097651K(1334784K), 0.0185737 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
626.211: [GC (Allocation Failure) [PSYoungGen: 6240K->3104K(29696K)] 1100723K->1100675K(1357824K), 0.0201390 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
628.234: [GC (Allocation Failure) [PSYoungGen: 7200K->4128K(8704K)] 1104771K->1104787K(1336832K), 0.0233781 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
630.262: [GC (Allocation Failure) [PSYoungGen: 8224K->8224K(27648K)] 1108883K->1108883K(1355776K), 0.0266018 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
632.293: [GC (Allocation Failure) [PSYoungGen: 12832K->12864K(28672K)] 1113491K->1113523K(1356800K), 0.0394851 secs] [Times: user=0.19 sys=0.00, real=0.04 secs] 
634.336: [GC (Allocation Failure) [PSYoungGen: 17472K->17472K(27648K)] 1118131K->1118131K(1355776K), 0.0529199 secs] [Times: user=0.19 sys=0.00, real=0.05 secs] 
636.393: [GC (Allocation Failure) [PSYoungGen: 20544K->20512K(29696K)] 1121203K->1121171K(1357824K), 0.0630495 secs] [Times: user=0.23 sys=0.00, real=0.06 secs] 
638.459: [GC (Allocation Failure) [PSYoungGen: 23584K->23584K(29696K)] 1124243K->1124243K(1357824K), 0.0722293 secs] [Times: user=0.25 sys=0.00, real=0.07 secs] 
638.532: [GC (Allocation Failure) [PSYoungGen: 24096K->24096K(32768K)] 1124755K->1124755K(1360896K), 0.0726508 secs] [Times: user=0.31 sys=0.00, real=0.07 secs] 
638.605: [GC (Allocation Failure) [PSYoungGen: 24608K->16384K(34816K)] 1125267K->1125267K(1362944K), 0.0770274 secs] [Times: user=0.31 sys=0.00, real=0.08 secs] 
639.684: [GC (Allocation Failure) [PSYoungGen: 17408K->8224K(9728K)] 1126291K->1126355K(1337856K), 0.0681732 secs] [Times: user=0.11 sys=0.01, real=0.07 secs] 
639.753: [GC (Allocation Failure) [PSYoungGen: 9248K->3072K(33280K)] 1127379K->1127363K(1361408K), 0.0302234 secs] [Times: user=0.05 sys=0.00, real=0.03 secs] 
640.785: [GC (Allocation Failure) [PSYoungGen: 4608K->3616K(33792K)] 1128899K->1128947K(1361920K), 0.0156397 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
641.803: [GC (Allocation Failure) [PSYoungGen: 5152K->3136K(31744K)] 1130483K->1130531K(1359872K), 0.0173127 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
642.823: [GC (Allocation Failure) [PSYoungGen: 5184K->2144K(32768K)] 1132579K->1132611K(1360896K), 0.0191438 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
643.848: [GC (Allocation Failure) [PSYoungGen: 4192K->2080K(30720K)] 1134659K->1134595K(1358848K), 0.0386884 secs] [Times: user=0.02 sys=0.00, real=0.04 secs] 
644.893: [GC (Allocation Failure) [PSYoungGen: 4640K->2656K(5632K)] 1137155K->1137235K(1333760K), 0.0163068 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
645.913: [GC (Allocation Failure) [PSYoungGen: 5216K->2624K(29184K)] 1139795K->1139779K(1357312K), 0.0177144 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
647.934: [GC (Allocation Failure) [PSYoungGen: 5696K->3136K(6656K)] 1142851K->1142867K(1334784K), 0.0183057 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
649.957: [GC (Allocation Failure) [PSYoungGen: 6208K->3136K(27648K)] 1145939K->1145947K(1355776K), 0.0217251 secs] [Times: user=0.06 sys=0.00, real=0.02 secs] 
651.982: [GC (Allocation Failure) [PSYoungGen: 7232K->4128K(8704K)] 1150043K->1150019K(1336832K), 0.0231302 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
654.009: [GC (Allocation Failure) [PSYoungGen: 8224K->8256K(26624K)] 1154115K->1154147K(1354752K), 0.0262197 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
656.039: [GC (Allocation Failure) [PSYoungGen: 12864K->12864K(27136K)] 1158755K->1158755K(1355264K), 0.0400395 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
658.084: [GC (Allocation Failure) [PSYoungGen: 17472K->17440K(25600K)] 1163363K->1163331K(1353728K), 0.0523295 secs] [Times: user=0.19 sys=0.00, real=0.05 secs] 
660.141: [GC (Allocation Failure) [PSYoungGen: 20000K->20000K(28160K)] 1165891K->1165891K(1356288K), 0.0600469 secs] [Times: user=0.25 sys=0.00, real=0.06 secs] 
661.203: [GC (Allocation Failure) [PSYoungGen: 22560K->22592K(28672K)] 1168451K->1168483K(1356800K), 0.0689296 secs] [Times: user=0.30 sys=0.02, real=0.07 secs] 
661.272: [GC (Allocation Failure) [PSYoungGen: 23104K->23040K(31232K)] 1168995K->1168931K(1359360K), 0.0776295 secs] [Times: user=0.30 sys=0.00, real=0.08 secs] 
662.352: [GC (Allocation Failure) [PSYoungGen: 23552K->15360K(32768K)] 1169443K->1169475K(1360896K), 0.0699531 secs] [Times: user=0.22 sys=0.00, real=0.07 secs] 
662.423: [GC (Allocation Failure) [PSYoungGen: 16384K->7200K(8704K)] 1170499K->1170563K(1336832K), 0.0504689 secs] [Times: user=0.23 sys=0.02, real=0.05 secs] 
663.475: [GC (Allocation Failure) [PSYoungGen: 8224K->3136K(32256K)] 1171587K->1171643K(1360384K), 0.0270985 secs] [Times: user=0.08 sys=0.00, real=0.03 secs] 
663.503: [GC (Allocation Failure) [PSYoungGen: 4672K->3648K(5632K)] 1173179K->1173187K(1333760K), 0.0174012 secs] [Times: user=0.05 sys=0.00, real=0.02 secs] 
664.523: [GC (Allocation Failure) [PSYoungGen: 5184K->3104K(31232K)] 1174723K->1174699K(1359360K), 0.0183123 secs] [Times: user=0.03 sys=0.00, real=0.02 secs] 
Heap
 PSYoungGen      total 31232K, used 4748K [0x000000076b100000, 0x000000076ed00000, 0x00000007c0000000)
  eden space 2048K, 80% used [0x000000076b100000,0x000000076b29b348,0x000000076b300000)
  from space 29184K, 10% used [0x000000076d080000,0x000000076d388000,0x000000076ed00000)
  to   space 29696K, 0% used [0x000000076b300000,0x000000076b300000,0x000000076d000000)
 ParOldGen       total 1328128K, used 1171595K [0x00000006c1200000, 0x0000000712300000, 0x000000076b100000)
  object space 1328128K, 88% used [0x00000006c1200000,0x0000000708a22c30,0x0000000712300000)
 Metaspace       used 30372K, capacity 32136K, committed 32384K, reserved 1077248K
  class space    used 4121K, capacity 4450K, committed 4480K, reserved 1048576K
